id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
2810,1,127.0.0.1,00:00:00:00:00:00,00:00:00,40004,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773554459194,1773554468031,8837,25,3693,1773554459194,1773554468031,8837,14,1831,1773554459199,1773554468031,8832,11,1862,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
2811,0,127.0.0.1,00:00:00:00:00:00,00:00:00,44112,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,6,4,0,0,1773554468005,1773554468018,13,9,950,1773554468005,1773554468018,13,5,502,1773554468005,1773554468018,13,4,448,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
2812,0,::1,00:00:00:00:00:00,00:00:00,38594,::1,00:00:00:00:00:00,00:00:00,8002,6,6,0,0,1773554468003,1773554468003,0,2,168,1773554468003,1773554468003,0,1,94,1773554468003,1773554468003,0,1,74,Unknown,Unspecified,0,0,,,,,
2813,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,127.0.0.1,00:00:00:00:00:00,00:00:00,60466,6,4,0,0,1773554464227,1773554467997,3770,4,264,1773554464227,1773554467997,3770,2,132,1773554464271,1773554467997,3726,2,132,Unknown,Unspecified,0,0,,,,,
2815,0,::1,00:00:00:00:00:00,00:00:00,37204,::1,00:00:00:00:00:00,00:00:00,8001,6,6,0,0,1773554469705,1773554469705,0,2,168,1773554469705,1773554469705,0,1,94,1773554469705,1773554469705,0,1,74,Unknown,Unspecified,0,0,,,,,
