id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
2833,1,127.0.0.1,00:00:00:00:00:00,00:00:00,40004,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773554517980,1773554525155,7175,17,3801,1773554517980,1773554525155,7175,10,1290,1773554517990,1773554525155,7165,7,2511,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
2834,0,127.0.0.1,00:00:00:00:00:00,00:00:00,52638,127.0.0.1,00:00:00:00:00:00,00:00:00,8003,6,4,0,0,1773554524946,1773554525141,195,11,1594,1773554524946,1773554525141,195,6,667,1773554524947,1773554525141,194,5,927,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
2835,0,127.0.0.1,00:00:00:00:00:00,00:00:00,48850,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,6,4,0,0,1773554524938,1773554524938,0,2,132,1773554524938,1773554524938,0,1,66,1773554524938,1773554524938,0,1,66,Unknown,Unspecified,0,0,,,,,
2836,0,::1,00:00:00:00:00:00,00:00:00,48838,::1,00:00:00:00:00:00,00:00:00,8003,6,6,0,0,1773554524944,1773554524944,0,2,168,1773554524944,1773554524944,0,1,94,1773554524944,1773554524944,0,1,74,Unknown,Unspecified,0,0,,,,,
