id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
3373,1,127.0.0.1,00:00:00:00:00:00,00:00:00,51250,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773555401645,1773555411538,9893,22,6994,1773555401645,1773555411538,9893,13,1649,1773555401679,1773555411538,9859,9,5345,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,text/html
3374,0,127.0.0.1,00:00:00:00:00:00,00:00:00,36268,127.0.0.1,00:00:00:00:00:00,00:00:00,8003,6,4,0,0,1773555411381,1773555411529,148,11,1596,1773555411381,1773555411529,148,6,667,1773555411381,1773555411529,148,5,929,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
3375,0,::1,00:00:00:00:00:00,00:00:00,45322,::1,00:00:00:00:00:00,00:00:00,8003,6,6,0,0,1773555411380,1773555411380,0,2,168,1773555411380,1773555411380,0,1,94,1773555411380,1773555411380,0,1,74,Unknown,Unspecified,0,0,,,,,
3376,0,127.0.0.1,00:00:00:00:00:00,00:00:00,47112,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,6,4,0,0,1773555411376,1773555411376,0,2,132,1773555411376,1773555411376,0,1,66,1773555411376,1773555411376,0,1,66,Unknown,Unspecified,0,0,,,,,
3379,0,::1,00:00:00:00:00:00,00:00:00,37580,::1,00:00:00:00:00:00,00:00:00,8001,6,6,0,0,1773555414445,1773555414445,0,2,168,1773555414445,1773555414445,0,1,94,1773555414445,1773555414445,0,1,74,Unknown,Unspecified,0,0,,,,,
3380,0,127.0.0.1,00:00:00:00:00:00,00:00:00,53882,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,6,4,0,0,1773555417626,1773555417732,106,11,1238,1773555417626,1773555417732,106,6,644,1773555417626,1773555417732,106,5,594,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
3382,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8003,127.0.0.1,00:00:00:00:00:00,00:00:00,36268,6,4,0,0,1773555416531,1773555417617,1086,4,264,1773555416531,1773555417617,1086,2,132,1773555416575,1773555417617,1042,2,132,Unknown,Unspecified,0,0,,,,,
3385,0,::1,00:00:00:00:00:00,00:00:00,45478,::1,00:00:00:00:00:00,00:00:00,8002,6,6,0,0,1773555417624,1773555417624,0,2,168,1773555417624,1773555417624,0,1,94,1773555417624,1773555417624,0,1,74,Unknown,Unspecified,0,0,,,,,
