id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
5560,0,127.0.0.1,00:00:00:00:00:00,00:00:00,51852,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,6,4,0,0,1773559610117,1773559610127,10,9,948,1773559610117,1773559610127,10,5,502,1773559610117,1773559610127,10,4,446,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
5562,0,::1,00:00:00:00:00:00,00:00:00,45928,::1,00:00:00:00:00:00,00:00:00,8000,6,6,0,0,1773559610100,1773559610100,0,2,168,1773559610100,1773559610100,0,1,94,1773559610100,1773559610100,0,1,74,Unknown,Unspecified,0,0,,,,,
5563,0,::1,00:00:00:00:00:00,00:00:00,48748,::1,00:00:00:00:00:00,00:00:00,8002,6,6,0,0,1773559610116,1773559610116,0,2,168,1773559610116,1773559610116,0,1,94,1773559610116,1773559610116,0,1,74,Unknown,Unspecified,0,0,,,,,
5564,1,127.0.0.1,00:00:00:00:00:00,00:00:00,42484,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,6,4,0,0,1773559606090,1773559612381,6291,23,2879,1773559606090,1773559612381,6291,13,1522,1773559606090,1773559612381,6291,10,1357,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
5565,0,127.0.0.1,00:00:00:00:00:00,00:00:00,53512,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773559603403,1773559610031,6628,22,3315,1773559603403,1773559610031,6628,13,1607,1773559603412,1773559610030,6618,9,1708,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
5566,0,127.0.0.1,00:00:00:00:00:00,00:00:00,42484,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,6,4,0,0,1773559616317,1773559616328,11,7,965,1773559616317,1773559616328,11,4,509,1773559616320,1773559616328,8,3,456,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
5567,1,127.0.0.1,00:00:00:00:00:00,00:00:00,59134,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773559610101,1773559619211,9110,27,4254,1773559610101,1773559619211,9110,15,1854,1773559610101,1773559619210,9109,12,2400,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
5568,0,127.0.0.1,00:00:00:00:00:00,00:00:00,51816,127.0.0.1,00:00:00:00:00:00,00:00:00,8003,6,4,0,0,1773559619176,1773559619196,20,9,1279,1773559619176,1773559619196,20,5,508,1773559619176,1773559619196,20,4,771,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
5569,0,::1,00:00:00:00:00:00,00:00:00,38930,::1,00:00:00:00:00:00,00:00:00,8003,6,6,0,0,1773559619174,1773559619174,0,2,168,1773559619174,1773559619174,0,1,94,1773559619174,1773559619174,0,1,74,Unknown,Unspecified,0,0,,,,,
5575,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,127.0.0.1,00:00:00:00:00:00,00:00:00,51852,6,4,0,0,1773559615129,1773559616314,1185,4,264,1773559615129,1773559616314,1185,2,132,1773559615171,1773559616314,1143,2,132,Unknown,Unspecified,0,0,,,,,
