id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
469,0,127.0.0.1,00:00:00:00:00:00,00:00:00,44804,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773550210616,1773550210616,0,2,132,1773550210616,1773550210616,0,1,66,1773550210616,1773550210616,0,1,66,Unknown,Unspecified,0,0,,,,,
470,0,::1,00:00:00:00:00:00,00:00:00,37716,::1,00:00:00:00:00:00,00:00:00,8001,6,6,0,0,1773550210650,1773550210650,0,2,168,1773550210650,1773550210650,0,1,94,1773550210650,1773550210650,0,1,74,Unknown,Unspecified,0,0,,,,,
471,0,127.0.0.1,00:00:00:00:00:00,00:00:00,41956,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,6,4,0,0,1773550210653,1773550216676,6023,23,2873,1773550210653,1773550216676,6023,13,1520,1773550210653,1773550216676,6023,10,1353,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
472,0,::1,00:00:00:00:00:00,00:00:00,48886,::1,00:00:00:00:00:00,00:00:00,8000,6,6,0,0,1773550210799,1773550210799,0,2,168,1773550210799,1773550210799,0,1,94,1773550210799,1773550210799,0,1,74,Unknown,Unspecified,0,0,,,,,
473,1,127.0.0.1,00:00:00:00:00:00,00:00:00,57306,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773550210800,1773550219386,8586,30,4906,1773550210800,1773550219386,8586,17,2195,1773550210800,1773550219386,8586,13,2711,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
474,0,::1,00:00:00:00:00:00,00:00:00,48870,::1,00:00:00:00:00:00,00:00:00,8000,6,6,0,0,1773550210622,1773550210622,0,2,168,1773550210622,1773550210622,0,1,94,1773550210622,1773550210622,0,1,74,Unknown,Unspecified,0,0,,,,,
475,0,127.0.0.1,00:00:00:00:00:00,00:00:00,36434,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,6,4,0,0,1773550210644,1773550210644,0,2,132,1773550210644,1773550210644,0,1,66,1773550210644,1773550210644,0,1,66,Unknown,Unspecified,0,0,,,,,
476,0,127.0.0.1,00:00:00:00:00:00,00:00:00,35704,127.0.0.1,00:00:00:00:00:00,00:00:00,8003,6,4,0,0,1773550219204,1773550219373,169,11,1596,1773550219204,1773550219373,169,6,667,1773550219204,1773550219373,169,5,929,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
477,0,::1,00:00:00:00:00:00,00:00:00,36666,::1,00:00:00:00:00:00,00:00:00,8003,6,6,0,0,1773550219201,1773550219201,0,2,168,1773550219201,1773550219201,0,1,94,1773550219201,1773550219201,0,1,74,Unknown,Unspecified,0,0,,,,,
478,0,127.0.0.1,00:00:00:00:00:00,00:00:00,57290,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773550210624,1773550210699,75,12,1281,1773550210624,1773550210699,75,7,654,1773550210625,1773550210699,74,5,627,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
