id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
2076,1,127.0.0.1,00:00:00:00:00:00,00:00:00,45974,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773553070242,1773553080199,9957,30,4757,1773553070242,1773553080199,9957,16,2283,1773553070244,1773553077755,7511,14,2474,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
2079,0,127.0.0.1,00:00:00:00:00:00,00:00:00,60208,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,6,4,0,0,1773553080223,1773553080379,156,14,1613,1773553080223,1773553080379,156,8,866,1773553080223,1773553080379,156,6,747,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
2080,0,::1,00:00:00:00:00:00,00:00:00,37314,::1,00:00:00:00:00:00,00:00:00,8001,6,6,0,0,1773553080220,1773553080220,0,2,168,1773553080220,1773553080220,0,1,94,1773553080220,1773553080220,0,1,74,Unknown,Unspecified,0,0,,,,,
2081,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,127.0.0.1,00:00:00:00:00:00,00:00:00,45974,6,4,0,0,1773553080243,1773553080262,19,8,817,1773553080243,1773553080262,19,4,553,1773553080253,1773553080262,9,4,264,HTTP,Web,0,6,,,,,application/json
2082,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8003,127.0.0.1,00:00:00:00:00:00,00:00:00,35810,6,4,0,0,1773553077634,1773553080214,2580,4,264,1773553077634,1773553080214,2580,2,132,1773553077675,1773553080214,2539,2,132,Unknown,Unspecified,0,0,,,,,
2083,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,127.0.0.1,00:00:00:00:00:00,00:00:00,53384,6,4,0,0,1773553080174,1773553080214,40,3,198,1773553080174,1773553080214,40,2,132,1773553080213,1773553080213,0,1,66,Unknown,Unspecified,0,0,,,,,
2084,0,::1,00:00:00:00:00:00,00:00:00,46592,::1,00:00:00:00:00:00,00:00:00,8000,6,6,0,0,1773553080359,1773553080359,0,2,168,1773553080359,1773553080359,0,1,94,1773553080359,1773553080359,0,1,74,Unknown,Unspecified,0,0,,,,,
2085,1,127.0.0.1,00:00:00:00:00:00,00:00:00,49104,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773553080361,1773553089300,8939,26,3612,1773553080361,1773553089300,8939,14,1631,1773553080361,1773553089299,8938,12,1981,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
2086,0,127.0.0.1,00:00:00:00:00:00,00:00:00,54270,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,6,4,0,0,1773553087451,1773553087466,15,9,947,1773553087451,1773553087466,15,5,503,1773553087451,1773553087466,15,4,444,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
2087,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,127.0.0.1,00:00:00:00:00:00,00:00:00,60208,6,4,0,0,1773553085381,1773553087442,2061,4,264,1773553085381,1773553087442,2061,2,132,1773553085423,1773553087442,2019,2,132,Unknown,Unspecified,0,0,,,,,
2088,0,::1,00:00:00:00:00:00,00:00:00,50392,::1,00:00:00:00:00:00,00:00:00,8001,6,6,0,0,1773553087448,1773553087449,1,2,168,1773553087448,1773553087448,0,1,94,1773553087449,1773553087449,0,1,74,Unknown,Unspecified,0,0,,,,,
2089,0,127.0.0.1,00:00:00:00:00:00,00:00:00,50730,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,6,4,0,0,1773553089269,1773553089285,16,9,948,1773553089269,1773553089285,16,5,502,1773553089269,1773553089285,16,4,446,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
2113,0,::1,00:00:00:00:00:00,00:00:00,38500,::1,00:00:00:00:00:00,00:00:00,8002,6,6,0,0,1773553089266,1773553089267,1,2,168,1773553089266,1773553089266,0,1,94,1773553089267,1773553089267,0,1,74,Unknown,Unspecified,0,0,,,,,
