id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
3990,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8003,127.0.0.1,00:00:00:00:00:00,00:00:00,37222,6,4,0,0,1773556560719,1773556560763,44,2,132,1773556560719,1773556560719,0,1,66,1773556560763,1773556560763,0,1,66,Unknown,Unspecified,0,0,,,,,
3991,0,127.0.0.1,00:00:00:00:00:00,00:00:00,40704,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,6,4,0,0,1773556566053,1773556566070,17,9,946,1773556566053,1773556566070,17,5,503,1773556566053,1773556566070,17,4,443,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
3993,0,::1,00:00:00:00:00:00,00:00:00,41274,::1,00:00:00:00:00:00,00:00:00,8001,6,6,0,0,1773556566051,1773556566051,0,2,168,1773556566051,1773556566051,0,1,94,1773556566051,1773556566051,0,1,74,Unknown,Unspecified,0,0,,,,,
3996,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,127.0.0.1,00:00:00:00:00:00,00:00:00,40724,6,4,0,0,1773556563188,1773556566045,2857,4,264,1773556563188,1773556566045,2857,2,132,1773556563231,1773556566045,2814,2,132,Unknown,Unspecified,0,0,,,,,
3997,0,127.0.0.1,00:00:00:00:00:00,00:00:00,37222,127.0.0.1,00:00:00:00:00:00,00:00:00,8003,6,4,0,0,1773556566044,1773556566044,0,2,132,1773556566044,1773556566044,0,1,66,1773556566044,1773556566044,0,1,66,Unknown,Unspecified,0,0,,,,,
