id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
4105,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,127.0.0.1,00:00:00:00:00:00,00:00:00,50462,6,4,0,0,1773556791078,1773556791119,41,2,132,1773556791078,1773556791078,0,1,66,1773556791119,1773556791119,0,1,66,Unknown,Unspecified,0,0,,,,,
4110,0,127.0.0.1,00:00:00:00:00:00,00:00:00,50326,127.0.0.1,00:00:00:00:00:00,00:00:00,8003,6,4,0,0,1773556796808,1773556796933,125,11,1596,1773556796808,1773556796933,125,6,667,1773556796809,1773556796933,124,5,929,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
4111,0,127.0.0.1,00:00:00:00:00:00,00:00:00,50462,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773556796769,1773556796769,0,2,132,1773556796769,1773556796769,0,1,66,1773556796769,1773556796769,0,1,66,Unknown,Unspecified,0,0,,,,,
4112,0,::1,00:00:00:00:00:00,00:00:00,36262,::1,00:00:00:00:00:00,00:00:00,8000,6,6,0,0,1773556796775,1773556796775,0,2,168,1773556796775,1773556796775,0,1,94,1773556796775,1773556796775,0,1,74,Unknown,Unspecified,0,0,,,,,
4113,0,127.0.0.1,00:00:00:00:00:00,00:00:00,41370,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773556796777,1773556796956,179,14,1997,1773556796777,1773556796956,179,8,854,1773556796777,1773556796956,179,6,1143,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
4114,0,127.0.0.1,00:00:00:00:00:00,00:00:00,54306,127.0.0.1,00:00:00:00:00:00,00:00:00,8003,6,4,0,0,1773556796800,1773556796800,0,2,132,1773556796800,1773556796800,0,1,66,1773556796800,1773556796800,0,1,66,Unknown,Unspecified,0,0,,,,,
4115,0,127.0.0.1,00:00:00:00:00:00,00:00:00,53876,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,6,4,0,0,1773556797063,1773556797074,11,11,1245,1773556797063,1773556797074,11,6,649,1773556797063,1773556797074,11,5,596,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
4116,0,::1,00:00:00:00:00:00,00:00:00,36272,::1,00:00:00:00:00:00,00:00:00,8000,6,6,0,0,1773556797044,1773556797044,0,2,168,1773556797044,1773556797044,0,1,94,1773556797044,1773556797044,0,1,74,Unknown,Unspecified,0,0,,,,,
4117,0,::1,00:00:00:00:00:00,00:00:00,40122,::1,00:00:00:00:00:00,00:00:00,8001,6,6,0,0,1773556797061,1773556797062,1,2,168,1773556797061,1773556797061,0,1,94,1773556797062,1773556797062,0,1,74,Unknown,Unspecified,0,0,,,,,
4118,0,127.0.0.1,00:00:00:00:00:00,00:00:00,41374,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773556797046,1773556797082,36,11,1442,1773556797046,1773556797082,36,6,704,1773556797046,1773556797082,36,5,738,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
4135,0,::1,00:00:00:00:00:00,00:00:00,37732,::1,00:00:00:00:00:00,00:00:00,8003,6,6,0,0,1773556796806,1773556796806,0,2,168,1773556796806,1773556796806,0,1,94,1773556796806,1773556796806,0,1,74,Unknown,Unspecified,0,0,,,,,
