id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
6674,1,127.0.0.1,00:00:00:00:00:00,00:00:00,48130,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773561566605,1773561575289,8684,26,7249,1773561566605,1773561575289,8684,14,1868,1773561566647,1773561575288,8641,12,5381,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
6676,0,127.0.0.1,00:00:00:00:00:00,00:00:00,57652,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,6,4,0,0,1773561570158,1773561573488,3330,18,2204,1773561570158,1773561573488,3330,10,1156,1773561570159,1773561573487,3328,8,1048,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
6677,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,127.0.0.1,00:00:00:00:00:00,00:00:00,41528,6,4,0,0,1773561571648,1773561573472,1824,4,264,1773561571648,1773561573472,1824,2,132,1773561571691,1773561573472,1781,2,132,Unknown,Unspecified,0,0,,,,,
6679,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,127.0.0.1,00:00:00:00:00:00,00:00:00,57652,6,4,0,0,1773561578490,1773561578531,41,2,132,1773561578490,1773561578490,0,1,66,1773561578531,1773561578531,0,1,66,Unknown,Unspecified,0,0,,,,,
6680,0,::1,00:00:00:00:00:00,00:00:00,55960,::1,00:00:00:00:00:00,00:00:00,8001,6,6,0,0,1773561570157,1773561570157,0,2,168,1773561570157,1773561570157,0,1,94,1773561570157,1773561570157,0,1,74,Unknown,Unspecified,0,0,,,,,
