id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
3323,1,127.0.0.1,00:00:00:00:00:00,00:00:00,59062,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773555298645,1773555308504,9859,28,6756,1773555298645,1773555308504,9859,14,1888,1773555298687,1773555308504,9817,14,4868,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
3324,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8003,127.0.0.1,00:00:00:00:00:00,00:00:00,37978,6,4,0,0,1773555303685,1773555305748,2063,4,264,1773555303685,1773555305748,2063,2,132,1773555303727,1773555305748,2021,2,132,Unknown,Unspecified,0,0,,,,,
3325,0,127.0.0.1,00:00:00:00:00:00,00:00:00,51824,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,6,4,0,0,1773555305757,1773555308490,2733,18,2212,1773555305757,1773555308490,2733,10,1159,1773555305757,1773555308490,2733,8,1053,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
3326,0,::1,00:00:00:00:00:00,00:00:00,43094,::1,00:00:00:00:00:00,00:00:00,8001,6,6,0,0,1773555305754,1773555305754,0,2,168,1773555305754,1773555305754,0,1,94,1773555305754,1773555305754,0,1,74,Unknown,Unspecified,0,0,,,,,
3327,0,127.0.0.1,00:00:00:00:00:00,00:00:00,48668,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,6,4,0,0,1773555305748,1773555305748,0,2,132,1773555305748,1773555305748,0,1,66,1773555305748,1773555305748,0,1,66,Unknown,Unspecified,0,0,,,,,
