id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
4727,0,127.0.0.1,00:00:00:00:00:00,00:00:00,53460,127.0.0.1,00:00:00:00:00:00,00:00:00,8003,6,4,0,0,1773558072162,1773558072368,206,11,1596,1773558072162,1773558072368,206,6,667,1773558072163,1773558072368,205,5,929,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
4729,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,127.0.0.1,00:00:00:00:00:00,00:00:00,48106,6,4,0,0,1773558072589,1773558072631,42,2,132,1773558072589,1773558072589,0,1,66,1773558072631,1773558072631,0,1,66,Unknown,Unspecified,0,0,,,,,
4730,0,::1,00:00:00:00:00:00,00:00:00,49656,::1,00:00:00:00:00:00,00:00:00,8003,6,6,0,0,1773558072160,1773558072160,0,2,168,1773558072160,1773558072160,0,1,94,1773558072160,1773558072160,0,1,74,Unknown,Unspecified,0,0,,,,,
4731,0,127.0.0.1,00:00:00:00:00:00,00:00:00,41022,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,6,4,0,0,1773558077944,1773558077970,26,11,1242,1773558077944,1773558077970,26,6,648,1773558077944,1773558077970,26,5,594,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
4732,0,::1,00:00:00:00:00:00,00:00:00,48468,::1,00:00:00:00:00:00,00:00:00,8001,6,6,0,0,1773558077941,1773558077941,0,2,168,1773558077941,1773558077941,0,1,94,1773558077941,1773558077941,0,1,74,Unknown,Unspecified,0,0,,,,,
4735,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8003,127.0.0.1,00:00:00:00:00:00,00:00:00,53460,6,4,0,0,1773558077369,1773558077935,566,4,264,1773558077369,1773558077935,566,2,132,1773558077411,1773558077935,524,2,132,Unknown,Unspecified,0,0,,,,,
4737,0,127.0.0.1,00:00:00:00:00:00,00:00:00,48106,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,6,4,0,0,1773558077935,1773558077935,0,2,132,1773558077935,1773558077935,0,1,66,1773558077935,1773558077935,0,1,66,Unknown,Unspecified,0,0,,,,,
