id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
0,0,127.0.0.1,00:00:00:00:00:00,00:00:00,49436,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,6,4,0,0,1773523481496,1773523481501,5,11,1241,1773523481496,1773523481501,5,6,648,1773523481496,1773523481501,5,5,593,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
1,1,127.0.0.1,00:00:00:00:00:00,00:00:00,51514,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773523481492,1773523490573,9081,30,4883,1773523481492,1773523490573,9081,17,2190,1773523481492,1773523490573,9081,13,2693,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
2,0,127.0.0.1,00:00:00:00:00:00,00:00:00,48322,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,6,4,0,0,1773523488589,1773523488720,131,11,1239,1773523488589,1773523488720,131,6,644,1773523488589,1773523488720,131,5,595,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
3,0,127.0.0.1,00:00:00:00:00:00,00:00:00,40138,127.0.0.1,00:00:00:00:00:00,00:00:00,8003,6,4,0,0,1773523490301,1773523490572,271,11,1595,1773523490301,1773523490572,271,6,667,1773523490301,1773523490572,271,5,928,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
4,0,127.0.0.1,00:00:00:00:00:00,00:00:00,48336,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,6,4,0,0,1773523496746,1773523496748,2,9,948,1773523496746,1773523496748,2,5,502,1773523496746,1773523496748,2,4,446,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
5,1,127.0.0.1,00:00:00:00:00:00,00:00:00,51514,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773523493482,1773523502985,9503,24,3597,1773523493482,1773523502985,9503,14,1817,1773523493484,1773523502985,9501,10,1780,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
6,0,127.0.0.1,00:00:00:00:00:00,00:00:00,57778,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,6,4,0,0,1773523502982,1773523506887,3905,18,2205,1773523502982,1773523506887,3905,10,1157,1773523502982,1773523506887,3905,8,1048,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
7,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,127.0.0.1,00:00:00:00:00:00,00:00:00,48336,6,4,0,0,1773523501749,1773523502981,1232,4,264,1773523501749,1773523502981,1232,2,132,1773523501794,1773523502981,1187,2,132,Unknown,Unspecified,0,0,,,,,
8,0,127.0.0.1,00:00:00:00:00:00,00:00:00,45076,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,6,4,0,0,1773523516644,1773523516645,1,11,1243,1773523516644,1773523516645,1,6,649,1773523516644,1773523516645,1,5,594,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
9,0,127.0.0.1,00:00:00:00:00:00,00:00:00,51514,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773523506884,1773523515007,8123,40,4965,1773523506884,1773523515007,8123,28,3043,1773523506885,1773523515007,8122,12,1922,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
10,1,127.0.0.1,00:00:00:00:00:00,00:00:00,54910,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773523515024,1773523522930,7906,26,3659,1773523515024,1773523522930,7906,15,1760,1773523515024,1773523522930,7906,11,1899,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
11,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,127.0.0.1,00:00:00:00:00:00,00:00:00,45076,6,4,0,0,1773523521646,1773523521694,48,2,132,1773523521646,1773523521646,0,1,66,1773523521694,1773523521694,0,1,66,Unknown,Unspecified,0,0,,,,,
12,1,127.0.0.1,00:00:00:00:00:00,00:00:00,54910,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773523525323,1773523533225,7902,22,3494,1773523525323,1773523533225,7902,13,1599,1773523525324,1773523533225,7901,9,1895,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
13,0,127.0.0.1,00:00:00:00:00:00,00:00:00,60918,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,6,4,0,0,1773523533111,1773523533224,113,11,1245,1773523533111,1773523533224,113,6,646,1773523533111,1773523533224,113,5,599,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
14,0,127.0.0.1,00:00:00:00:00:00,00:00:00,48188,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,6,4,0,0,1773523537463,1773523537464,1,11,1241,1773523537463,1773523537464,1,6,648,1773523537463,1773523537464,1,5,593,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
15,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,127.0.0.1,00:00:00:00:00:00,00:00:00,60918,6,4,0,0,1773523538225,1773523538274,49,2,132,1773523538225,1773523538225,0,1,66,1773523538274,1773523538274,0,1,66,Unknown,Unspecified,0,0,,,,,
16,1,127.0.0.1,00:00:00:00:00:00,00:00:00,54910,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773523535404,1773523545102,9698,29,4485,1773523535404,1773523545102,9698,17,2216,1773523535407,1773523545102,9695,12,2269,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,text/html
17,0,127.0.0.1,00:00:00:00:00:00,00:00:00,51014,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,6,4,0,0,1773523545098,1773523545101,3,9,950,1773523545098,1773523545101,3,5,502,1773523545098,1773523545101,3,4,448,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
18,0,127.0.0.1,00:00:00:00:00:00,00:00:00,60918,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,6,4,0,0,1773523545098,1773523545098,0,2,132,1773523545098,1773523545098,0,1,66,1773523545098,1773523545098,0,1,66,Unknown,Unspecified,0,0,,,,,
19,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,127.0.0.1,00:00:00:00:00:00,00:00:00,48322,6,4,0,0,1773523493720,1773523496745,3025,4,264,1773523493720,1773523496745,3025,2,132,1773523493764,1773523496745,2981,2,132,Unknown,Unspecified,0,0,,,,,
20,0,127.0.0.1,00:00:00:00:00:00,00:00:00,39476,127.0.0.1,00:00:00:00:00:00,00:00:00,8003,6,4,0,0,1773523546965,1773523550619,3654,17,2656,1773523546965,1773523550619,3654,9,1035,1773523546965,1773523550619,3654,8,1621,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
21,1,127.0.0.1,00:00:00:00:00:00,00:00:00,54910,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773523546963,1773523554862,7899,26,4969,1773523546963,1773523554862,7899,15,2096,1773523546963,1773523554862,7899,11,2873,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
22,0,127.0.0.1,00:00:00:00:00:00,00:00:00,59866,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,6,4,0,0,1773523553124,1773523554861,1737,18,2205,1773523553124,1773523554861,1737,10,1157,1773523553124,1773523554861,1737,8,1048,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
23,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,127.0.0.1,00:00:00:00:00:00,00:00:00,57778,6,4,0,0,1773523511888,1773523516643,4755,4,264,1773523511888,1773523516643,4755,2,132,1773523511934,1773523516643,4709,2,132,Unknown,Unspecified,0,0,,,,,
24,0,127.0.0.1,00:00:00:00:00:00,00:00:00,37546,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,6,4,0,0,1773523560404,1773523560405,1,9,950,1773523560404,1773523560405,1,5,502,1773523560404,1773523560405,1,4,448,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
25,1,127.0.0.1,00:00:00:00:00:00,00:00:00,54910,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773523557935,1773523567110,9175,42,5579,1773523557935,1773523567110,9175,28,3332,1773523557935,1773523567110,9175,14,2247,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
26,0,127.0.0.1,00:00:00:00:00:00,00:00:00,52950,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,6,4,0,0,1773523565594,1773523565596,2,11,1244,1773523565594,1773523565596,2,6,649,1773523565594,1773523565596,2,5,595,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
27,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,127.0.0.1,00:00:00:00:00:00,00:00:00,52950,6,4,0,0,1773523570596,1773523570644,48,2,132,1773523570596,1773523570596,0,1,66,1773523570644,1773523570644,0,1,66,Unknown,Unspecified,0,0,,,,,
28,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,127.0.0.1,00:00:00:00:00:00,00:00:00,51014,6,4,0,0,1773523550101,1773523550617,516,4,264,1773523550101,1773523550617,516,2,132,1773523550144,1773523550617,473,2,132,Unknown,Unspecified,0,0,,,,,
29,1,127.0.0.1,00:00:00:00:00:00,00:00:00,54910,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773523570415,1773523578707,8292,37,4844,1773523570415,1773523578707,8292,26,2936,1773523570416,1773523578707,8291,11,1908,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,
30,0,127.0.0.1,00:00:00:00:00:00,00:00:00,53140,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,6,4,0,0,1773523575699,1773523578706,3007,16,1907,1773523575699,1773523578706,3007,9,1011,1773523575699,1773523578706,3007,7,896,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
31,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,127.0.0.1,00:00:00:00:00:00,00:00:00,48188,6,4,0,0,1773523542464,1773523545098,2634,4,264,1773523542464,1773523545098,2634,2,132,1773523542514,1773523545098,2584,2,132,Unknown,Unspecified,0,0,,,,,
32,0,127.0.0.1,00:00:00:00:00:00,00:00:00,52950,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,6,4,0,0,1773523575698,1773523575698,0,2,132,1773523575698,1773523575698,0,1,66,1773523575698,1773523575698,0,1,66,Unknown,Unspecified,0,0,,,,,
33,0,127.0.0.1,00:00:00:00:00:00,00:00:00,38312,127.0.0.1,00:00:00:00:00:00,00:00:00,8003,6,4,0,0,1773523584811,1773523585013,202,11,1596,1773523584811,1773523585013,202,6,667,1773523584811,1773523585013,202,5,929,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
34,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,127.0.0.1,00:00:00:00:00:00,00:00:00,53140,6,4,0,0,1773523583706,1773523584811,1105,4,264,1773523583706,1773523584811,1105,2,132,1773523583754,1773523584811,1057,2,132,Unknown,Unspecified,0,0,,,,,
35,1,127.0.0.1,00:00:00:00:00:00,00:00:00,54910,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773523582535,1773523592519,9984,27,5189,1773523582535,1773523592519,9984,16,2088,1773523582537,1773523592519,9982,11,3101,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
36,0,127.0.0.1,00:00:00:00:00:00,00:00:00,50468,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,6,4,0,0,1773523586734,1773523590690,3956,14,1614,1773523586734,1773523590690,3956,8,866,1773523586734,1773523590690,3956,6,748,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
37,0,127.0.0.1,00:00:00:00:00:00,00:00:00,45976,127.0.0.1,00:00:00:00:00:00,00:00:00,8003,6,4,0,0,1773523592517,1773523597110,4593,21,3590,1773523592517,1773523597110,4593,12,1403,1773523592517,1773523597110,4593,9,2187,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
38,1,127.0.0.1,00:00:00:00:00:00,00:00:00,54910,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773523594436,1773523602845,8409,22,4211,1773523594436,1773523602845,8409,13,1661,1773523594439,1773523602845,8406,9,2550,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
39,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,127.0.0.1,00:00:00:00:00:00,00:00:00,49436,6,4,0,0,1773523486503,1773523488589,2086,4,264,1773523486503,1773523488589,2086,2,132,1773523486544,1773523488588,2044,2,132,Unknown,Unspecified,0,0,,,,,
40,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8003,127.0.0.1,00:00:00:00:00:00,00:00:00,39476,6,4,0,0,1773523555621,1773523560403,4782,4,264,1773523555621,1773523560403,4782,2,132,1773523555664,1773523560403,4739,2,132,Unknown,Unspecified,0,0,,,,,
41,0,127.0.0.1,00:00:00:00:00:00,00:00:00,45178,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,6,4,0,0,1773523607095,1773523607184,89,11,1238,1773523607095,1773523607184,89,6,644,1773523607095,1773523607184,89,5,594,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
