id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
164,1,127.0.0.1,00:00:00:00:00:00,00:00:00,45642,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773541720749,1773541728184,7435,24,3907,1773541720749,1773541728184,7435,14,1855,1773541720759,1773541728184,7425,10,2052,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
165,0,127.0.0.1,00:00:00:00:00:00,00:00:00,45658,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,6,4,0,0,1773541723849,1773541723849,0,2,132,1773541723849,1773541723849,0,1,66,1773541723849,1773541723849,0,1,66,Unknown,Unspecified,0,0,,,,,
166,0,::1,00:00:00:00:00:00,00:00:00,52204,::1,00:00:00:00:00:00,00:00:00,8001,6,6,0,0,1773541723856,1773541723856,0,2,168,1773541723856,1773541723856,0,1,94,1773541723856,1773541723856,0,1,74,Unknown,Unspecified,0,0,,,,,
167,0,127.0.0.1,00:00:00:00:00:00,00:00:00,53800,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,6,4,0,0,1773541723858,1773541728174,4316,23,2873,1773541723858,1773541728174,4316,13,1520,1773541723859,1773541728174,4315,10,1353,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
168,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,127.0.0.1,00:00:00:00:00:00,00:00:00,38934,6,4,0,0,1773541720698,1773541723850,3152,4,264,1773541720698,1773541723850,3152,2,132,1773541720739,1773541723850,3111,2,132,Unknown,Unspecified,0,0,,,,,
