id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
308,0,127.0.0.1,00:00:00:00:00:00,00:00:00,42990,127.0.0.1,00:00:00:00:00:00,00:00:00,8003,6,4,0,0,1773541981968,1773541981985,17,9,1275,1773541981968,1773541981985,17,5,508,1773541981968,1773541981985,17,4,767,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
309,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,127.0.0.1,00:00:00:00:00:00,00:00:00,50394,6,4,0,0,1773541980765,1773541981960,1195,4,264,1773541980765,1773541981960,1195,2,132,1773541980807,1773541981960,1153,2,132,Unknown,Unspecified,0,0,,,,,
310,0,127.0.0.1,00:00:00:00:00:00,00:00:00,54178,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,6,4,0,0,1773541983643,1773541983662,19,9,950,1773541983643,1773541983662,19,5,502,1773541983643,1773541983661,18,4,448,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
311,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8003,127.0.0.1,00:00:00:00:00:00,00:00:00,48264,6,4,0,0,1773541978093,1773541981959,3866,4,264,1773541978093,1773541981959,3866,2,132,1773541978135,1773541981959,3824,2,132,Unknown,Unspecified,0,0,,,,,
312,0,::1,00:00:00:00:00:00,00:00:00,35188,::1,00:00:00:00:00:00,00:00:00,8002,6,6,0,0,1773541983640,1773541983640,0,2,168,1773541983640,1773541983640,0,1,94,1773541983640,1773541983640,0,1,74,Unknown,Unspecified,0,0,,,,,
314,0,127.0.0.1,00:00:00:00:00:00,00:00:00,53494,127.0.0.1,00:00:00:00:00:00,00:00:00,8001,6,4,0,0,1773541986730,1773541989943,3213,35,4505,1773541986730,1773541989943,3213,20,2392,1773541986730,1773541989943,3213,15,2113,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
315,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8002,127.0.0.1,00:00:00:00:00:00,00:00:00,54178,6,4,0,0,1773541988663,1773541989720,1057,4,264,1773541988663,1773541989720,1057,2,132,1773541988707,1773541989720,1013,2,132,Unknown,Unspecified,0,0,,,,,
316,0,127.0.0.1,00:00:00:00:00:00,00:00:00,55978,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773541981945,1773541986772,4827,23,3496,1773541981945,1773541986772,4827,12,1463,1773541981987,1773541986772,4785,11,2033,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
317,0,::1,00:00:00:00:00:00,00:00:00,56506,::1,00:00:00:00:00:00,00:00:00,8003,6,6,0,0,1773541981966,1773541981966,0,2,168,1773541981966,1773541981966,0,1,94,1773541981966,1773541981966,0,1,74,Unknown,Unspecified,0,0,,,,,
318,0,127.0.0.1,00:00:00:00:00:00,00:00:00,46444,127.0.0.1,00:00:00:00:00:00,00:00:00,8000,6,4,0,0,1773541986871,1773541989741,2870,19,2442,1773541986871,1773541989741,2870,11,1218,1773541986871,1773541989741,2870,8,1224,HTTP,Web,0,6,localhost,,,python-httpx/0.28.1,application/json
319,0,127.0.0.1,00:00:00:00:00:00,00:00:00,8003,127.0.0.1,00:00:00:00:00:00,00:00:00,42990,6,4,0,0,1773541986986,1773541989719,2733,4,264,1773541986986,1773541989719,2733,2,132,1773541987027,1773541989719,2692,2,132,Unknown,Unspecified,0,0,,,,,
